,area_type,location,size,total_sqft,bath,price,bhk,price_per_sqft
2443,Super built-up  Area,Electronic City,2 BHK,1070.0,2.0,55.0,2,5140.186915887851
2444,Super built-up  Area,Electronic City,2 BHK,1060.0,2.0,58.0,2,5471.698113207547
2445,Super built-up  Area,Electronic City,2 BHK,1025.0,2.0,54.1,2,5278.048780487805
2450,Super built-up  Area,Electronic City,3 BHK,1500.0,2.0,78.0,3,5200.0
2451,Super built-up  Area,Electronic City,2 BHK,1213.0,2.0,59.32,2,4890.35449299258
2452,Super built-up  Area,Electronic City,3 BHK,1575.0,3.0,90.0,3,5714.285714285715
2453,Built-up  Area,Electronic City,1 RK,435.0,1.0,19.5,1,4482.758620689655
2454,Built-up  Area,Electronic City,3 BHK,1449.0,3.0,100.0,3,6901.311249137336
2456,Super built-up  Area,Electronic City,2 BHK,1125.0,2.0,58.0,2,5155.555555555556
2458,Super built-up  Area,Electronic City,3 BHK,1575.0,3.0,101.0,3,6412.6984126984125
2460,Built-up  Area,Electronic City,1 BHK,550.0,1.0,12.0,1,2181.818181818182
2461,Super built-up  Area,Electronic City,2 BHK,919.0,2.0,40.0,2,4352.557127312296
2462,Super built-up  Area,Electronic City,3 BHK,1500.0,2.0,78.25,3,5216.666666666667
2463,Super built-up  Area,Electronic City,2 BHK,1363.0,2.0,79.0,2,5796.038151137197
2466,Super built-up  Area,Electronic City,2 BHK,1108.0,2.0,67.15,2,6060.469314079423
2468,Super built-up  Area,Electronic City,2 BHK,1128.0,2.0,65.7,2,5824.468085106383
2470,Built-up  Area,Electronic City,2 BHK,1060.0,2.0,51.0,2,4811.320754716981
2472,Built-up  Area,Electronic City,3 BHK,1650.0,3.0,100.0,3,6060.606060606061
2474,Super built-up  Area,Electronic City,2 BHK,1025.0,2.0,49.0,2,4780.487804878048
2476,Super built-up  Area,Electronic City,3 BHK,1449.0,3.0,90.0,3,6211.180124223602
2478,Super built-up  Area,Electronic City,2 BHK,1070.0,2.0,58.0,2,5420.560747663551
2479,Super built-up  Area,Electronic City,2 BHK,1210.0,2.0,54.0,2,4462.809917355372
2480,Built-up  Area,Electronic City,3 BHK,1500.0,2.0,75.0,3,5000.0
2482,Super built-up  Area,Electronic City,2 BHK,1070.0,2.0,52.0,2,4859.813084112149
2483,Super built-up  Area,Electronic City,4 BHK,2435.0,4.0,119.0,4,4887.063655030801
2488,Super built-up  Area,Electronic City,2 BHK,1073.0,2.0,60.0,2,5591.798695246971
2489,Super built-up  Area,Electronic City,3 BHK,1500.0,2.0,78.0,3,5200.0
2490,Super built-up  Area,Electronic City,2 BHK,1070.0,2.0,47.0,2,4392.523364485981
2491,Super built-up  Area,Electronic City,2 BHK,1296.0,2.0,65.0,2,5015.432098765432
2492,Super built-up  Area,Electronic City,2 BHK,1140.0,2.0,70.93,2,6221.9298245614045
2498,Super built-up  Area,Electronic City,4 BHK,2093.0,4.0,104.0,4,4968.944099378882
2499,Super built-up  Area,Electronic City,2 BHK,1025.0,2.0,53.9,2,5258.536585365854
2500,Built-up  Area,Electronic City,2 BHK,940.0,2.0,54.0,2,5744.68085106383
2501,Super built-up  Area,Electronic City,1 BHK,435.0,1.0,21.0,1,4827.586206896552
2502,Super built-up  Area,Electronic City,3 BHK,1500.0,2.0,77.5,3,5166.666666666667
2503,Super built-up  Area,Electronic City,3 BHK,1631.0,3.0,80.0,3,4904.9662783568365
2504,Super built-up  Area,Electronic City,2 BHK,1355.0,2.0,67.0,2,4944.649446494465
2507,Super built-up  Area,Electronic City,1 BHK,435.0,1.0,22.0,1,5057.471264367816
2509,Super built-up  Area,Electronic City,2 BHK,1039.0,2.0,50.0,2,4812.319538017325
2510,Super built-up  Area,Electronic City,2 BHK,770.0,1.0,39.9,2,5181.818181818182
2512,Super built-up  Area,Electronic City,2 BHK,1128.0,2.0,64.0,2,5673.758865248227
2513,Super built-up  Area,Electronic City,1 BHK,605.0,1.0,13.31,1,2200.0
2515,Super built-up  Area,Electronic City,1 BHK,530.0,1.0,13.5,1,2547.169811320755
2516,Super built-up  Area,Electronic City,2 BHK,1070.0,2.0,53.0,2,4953.271028037383
2519,Super built-up  Area,Electronic City,3 BHK,1571.0,3.0,83.0,3,5283.259070655633
2521,Super built-up  Area,Electronic City,3 BHK,1350.0,3.0,66.0,3,4888.888888888889
2522,Super built-up  Area,Electronic City,3 BHK,1652.0,3.0,110.0,3,6658.595641646489
2526,Super built-up  Area,Electronic City,2 BHK,1128.0,2.0,65.58,2,5813.829787234043
2527,Built-up  Area,Electronic City,1 BHK,635.0,1.0,28.0,1,4409.4488188976375
2528,Super built-up  Area,Electronic City,2 BHK,1128.0,2.0,65.4,2,5797.8723404255325
2531,Super built-up  Area,Electronic City,2 BHK,1355.0,2.0,72.9,2,5380.073800738008
2535,Built-up  Area,Electronic City,2 BHK,770.0,1.0,35.0,2,4545.454545454545
2537,Super built-up  Area,Electronic City,2 BHK,865.0,2.0,40.0,2,4624.277456647399
2540,Super built-up  Area,Electronic City,2 BHK,1108.0,2.0,63.0,2,5685.9205776173285
2541,Super built-up  Area,Electronic City,1 BHK,630.0,1.0,40.5,1,6428.571428571428
2544,Super built-up  Area,Electronic City,1 BHK,605.0,1.0,22.0,1,3636.3636363636365
2546,Super built-up  Area,Electronic City,2 BHK,1070.0,2.0,48.0,2,4485.981308411215
2548,Super built-up  Area,Electronic City,3 BHK,1360.0,2.0,70.0,3,5147.058823529412
2549,Super built-up  Area,Electronic City,1 BHK,635.0,1.0,28.0,1,4409.4488188976375
2550,Super built-up  Area,Electronic City,2 BHK,1128.0,2.0,65.45,2,5802.304964539007
2551,Super built-up  Area,Electronic City,2 BHK,890.0,2.0,40.0,2,4494.38202247191
2556,Super built-up  Area,Electronic City,3 BHK,1360.0,2.0,58.0,3,4264.705882352941
2559,Super built-up  Area,Electronic City,1 BHK,630.0,1.0,33.7,1,5349.20634920635
2563,Built-up  Area,Electronic City,3 Bedroom,1400.0,3.0,90.0,3,6428.571428571428
2564,Built-up  Area,Electronic City,3 BHK,1287.0,3.0,55.0,3,4273.504273504273
2565,Super built-up  Area,Electronic City,2 BHK,1258.0,2.0,85.5,2,6796.502384737679
2566,Built-up  Area,Electronic City,2 BHK,1386.0,2.0,85.0,2,6132.7561327561325
2567,Built-up  Area,Electronic City,1 RK,550.0,1.0,27.0,1,4909.090909090909
2568,Super built-up  Area,Electronic City,2 BHK,1025.0,2.0,50.0,2,4878.048780487805
2570,Super built-up  Area,Electronic City,2 BHK,1070.0,2.0,55.0,2,5140.186915887851
2571,Super built-up  Area,Electronic City,2 BHK,1342.0,2.0,72.0,2,5365.126676602086
2572,Built-up  Area,Electronic City,3 BHK,1275.0,3.0,70.0,3,5490.196078431372
2573,Super built-up  Area,Electronic City,2 BHK,770.0,1.0,38.0,2,4935.064935064935
2578,Super built-up  Area,Electronic City,3 BHK,1644.0,3.0,92.59,3,5631.995133819952
2579,Built-up  Area,Electronic City,2 BHK,1250.0,2.0,62.0,2,4960.0
2582,Super built-up  Area,Electronic City,1 BHK,418.0,1.0,12.0,1,2870.813397129187
2583,Super built-up  Area,Electronic City,2 BHK,1128.0,2.0,64.8,2,5744.68085106383
2586,Built-up  Area,Electronic City,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
2587,Super built-up  Area,Electronic City,1 BHK,710.0,1.0,40.42,1,5692.957746478874
2590,Super built-up  Area,Electronic City,3 BHK,1275.0,3.0,63.43,3,4974.901960784314
2591,Super built-up  Area,Electronic City,3 BHK,1518.0,3.0,75.0,3,4940.711462450593
2592,Built-up  Area,Electronic City,1 BHK,1090.0,2.0,31.48,1,2888.0733944954127
2595,Super built-up  Area,Electronic City,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
2597,Super built-up  Area,Electronic City,2 BHK,1353.0,2.0,75.0,2,5543.2372505543235
2599,Super built-up  Area,Electronic City,2 BHK,1128.0,2.0,67.0,2,5939.7163120567375
2600,Built-up  Area,Electronic City,2 BHK,1070.0,2.0,57.0,2,5327.102803738318
2601,Built-up  Area,Electronic City,3 BHK,1700.0,3.0,90.0,3,5294.117647058823
2603,Super built-up  Area,Electronic City,1 BHK,750.0,1.0,35.0,1,4666.666666666667
2604,Built-up  Area,Electronic City,2 BHK,1210.0,2.0,55.0,2,4545.454545454545
2605,Built-up  Area,Electronic City,2 BHK,1070.0,2.0,60.0,2,5607.476635514019
2610,Super built-up  Area,Electronic City,3 BHK,1615.0,3.0,97.0,3,6006.1919504643965
2612,Super built-up  Area,Electronic City,2 BHK,1221.0,2.0,68.0,2,5569.205569205569
2614,Built-up  Area,Electronic City,3 Bedroom,1500.0,3.0,73.0,3,4866.666666666667
2615,Super built-up  Area,Electronic City,2 BHK,995.0,2.0,48.0,2,4824.120603015075
2616,Super built-up  Area,Electronic City,2 BHK,1342.0,2.0,90.0,2,6706.408345752608
2618,Super built-up  Area,Electronic City,2 BHK,1128.0,2.0,63.5,2,5629.432624113475
2619,Super built-up  Area,Electronic City,1 BHK,589.0,1.0,29.0,1,4923.599320882852
2622,Super built-up  Area,Electronic City,3 BHK,1575.0,3.0,94.5,3,6000.0
2623,Super built-up  Area,Electronic City,2 BHK,1070.0,2.0,48.0,2,4485.981308411215
2624,Super built-up  Area,Electronic City,2 BHK,1025.0,2.0,54.0,2,5268.292682926829
2625,Super built-up  Area,Electronic City,3 BHK,1500.0,2.0,70.0,3,4666.666666666667
2626,Super built-up  Area,Electronic City,3 BHK,1500.0,2.0,64.5,3,4300.0
2628,Super built-up  Area,Electronic City,4 BHK,2093.0,4.0,134.0,4,6402.293358815098
2630,Super built-up  Area,Electronic City,2 BHK,1355.0,2.0,73.0,2,5387.453874538745
2631,Super built-up  Area,Electronic City,3 BHK,1360.0,2.0,64.99,3,4778.676470588234
2632,Super built-up  Area,Electronic City,2 BHK,1060.0,2.0,52.0,2,4905.66037735849
2633,Super built-up  Area,Electronic City Phase II,2 BHK,1056.0,2.0,39.07,2,3699.810606060606
2634,Super built-up  Area,Electronic City Phase II,2 BHK,1020.0,2.0,30.6,2,3000.0
2635,Super built-up  Area,Electronic City Phase II,2 BHK,1069.0,2.0,45.0,2,4209.541627689429
2636,Super built-up  Area,Electronic City Phase II,1 BHK,630.0,1.0,28.35,1,4500.0
2638,Super built-up  Area,Electronic City Phase II,2 BHK,1000.0,2.0,25.0,2,2500.0
2639,Built-up  Area,Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2,2600.0
2640,Super built-up  Area,Electronic City Phase II,4 BHK,2225.0,4.0,98.88,4,4444.044943820225
2642,Super built-up  Area,Electronic City Phase II,2 BHK,775.0,2.0,38.0,2,4903.225806451613
2643,Super built-up  Area,Electronic City Phase II,2 BHK,1266.0,2.0,59.0,2,4660.347551342812
2644,Super built-up  Area,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
2647,Super built-up  Area,Electronic City Phase II,2 BHK,972.0,2.0,44.0,2,4526.748971193416
2649,Super built-up  Area,Electronic City Phase II,2 BHK,1031.0,2.0,55.0,2,5334.62657613967
2650,Super built-up  Area,Electronic City Phase II,2 BHK,1003.0,2.0,40.6,2,4047.8564307078764
2651,Super built-up  Area,Electronic City Phase II,2 BHK,1031.0,2.0,56.35,2,5465.56741028128
2653,Super built-up  Area,Electronic City Phase II,3 BHK,1395.0,2.0,62.78,3,4500.358422939068
2654,Built-up  Area,Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
2655,Super built-up  Area,Electronic City Phase II,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
2656,Super built-up  Area,Electronic City Phase II,2 BHK,1219.0,2.0,61.25,2,5024.610336341263
2658,Built-up  Area,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
2659,Built-up  Area,Electronic City Phase II,3 BHK,1790.0,3.0,100.0,3,5586.592178770949
2660,Super built-up  Area,Electronic City Phase II,2 BHK,769.0,2.0,40.0,2,5201.560468140442
2662,Super built-up  Area,Electronic City Phase II,2 BHK,900.0,2.0,32.5,2,3611.1111111111113
2665,Carpet  Area,Electronic City Phase II,3 BHK,993.0,2.0,50.0,3,5035.246727089628
2666,Super built-up  Area,Electronic City Phase II,3 BHK,1418.0,3.0,52.47,3,3700.2820874471086
2667,Built-up  Area,Electronic City Phase II,2 BHK,1070.0,2.0,45.0,2,4205.607476635514
2670,Built-up  Area,Electronic City Phase II,2 BHK,1140.0,2.0,33.06,2,2900.0
2671,Super built-up  Area,Electronic City Phase II,2 BHK,1089.0,2.0,32.67,2,3000.0
2672,Super built-up  Area,Electronic City Phase II,2 BHK,1031.0,2.0,55.0,2,5334.62657613967
2673,Built-up  Area,Electronic City Phase II,2 BHK,1253.0,2.0,65.8,2,5251.3966480446925
2675,Super built-up  Area,Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
2676,Super built-up  Area,Electronic City Phase II,3 BHK,975.0,2.0,45.0,3,4615.384615384615
2677,Plot  Area,Electronic City Phase II,4 Bedroom,6000.0,4.0,260.0,4,4333.333333333333
2678,Super built-up  Area,Electronic City Phase II,2 BHK,1116.0,2.0,37.0,2,3315.4121863799282
2679,Built-up  Area,Electronic City Phase II,2 BHK,1125.0,2.0,29.25,2,2600.0
2680,Super built-up  Area,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
2681,Super built-up  Area,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
2682,Built-up  Area,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
2683,Built-up  Area,Electronic City Phase II,2 BHK,1165.0,2.0,30.29,2,2600.0
2684,Super built-up  Area,Electronic City Phase II,2 BHK,1031.0,2.0,53.0,2,5140.640155189137
2686,Built-up  Area,Electronic City Phase II,2 BHK,1065.0,2.0,30.88,2,2899.5305164319248
2688,Super built-up  Area,Electronic City Phase II,3 BHK,1549.0,3.0,80.0,3,5164.622336991608
2689,Super built-up  Area,Electronic City Phase II,2 BHK,1065.0,2.0,56.13,2,5270.422535211268
2691,Super built-up  Area,Electronic City Phase II,2 BHK,920.0,2.0,26.0,2,2826.086956521739
2692,Super built-up  Area,Electronic City Phase II,2 BHK,1140.0,2.0,33.84,2,2968.421052631579
2693,Super built-up  Area,Electronic City Phase II,2 BHK,1219.0,2.0,61.26,2,5025.430680885972
2694,Built-up  Area,Electronic City Phase II,3 BHK,1252.0,2.0,65.0,3,5191.693290734825
2695,Built-up  Area,Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2,2888.0
2697,Super built-up  Area,Electronic City Phase II,2 BHK,1286.0,2.0,69.0,2,5365.47433903577
2699,Super built-up  Area,Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
2700,Super built-up  Area,Electronic City Phase II,2 BHK,1116.0,2.0,40.0,2,3584.2293906810037
2701,Built-up  Area,Electronic City Phase II,3 BHK,1150.0,3.0,46.0,3,4000.0
2702,Super built-up  Area,Electronic City Phase II,3 BHK,1192.0,2.0,47.0,3,3942.953020134228
2704,Super built-up  Area,Electronic City Phase II,2 BHK,1020.0,2.0,32.0,2,3137.2549019607845
2705,Built-up  Area,Electronic City Phase II,4 Bedroom,1900.0,3.0,97.0,4,5105.263157894737
2706,Super built-up  Area,Electronic City Phase II,2 BHK,1020.0,2.0,27.43,2,2689.2156862745096
2707,Built-up  Area,Electronic City Phase II,2 BHK,1025.0,2.0,26.65,2,2600.0
2708,Built-up  Area,Electronic City Phase II,2 BHK,1020.0,2.0,29.45,2,2887.2549019607845
2709,Built-up  Area,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888.0
2711,Super built-up  Area,Electronic City Phase II,2 BHK,1140.0,2.0,28.5,2,2500.0
2712,Super built-up  Area,Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2,2888.0
2713,Super built-up  Area,Electronic City Phase II,2 BHK,1200.0,2.0,34.65,2,2887.5
2714,Super built-up  Area,Electronic City Phase II,2 BHK,1160.0,2.0,52.2,2,4500.0
2715,Super built-up  Area,Electronic City Phase II,2 BHK,1244.0,2.0,55.0,2,4421.221864951768
2716,Built-up  Area,Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
2719,Super built-up  Area,Electronic City Phase II,2 BHK,972.0,2.0,40.0,2,4115.22633744856
2720,Built-up  Area,Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
2722,Built-up  Area,Electronic City Phase II,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
2723,Built-up  Area,Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887.719298245614
2724,Super built-up  Area,Electronic City Phase II,1 BHK,650.0,1.0,35.0,1,5384.615384615385
2725,Built-up  Area,Electronic City Phase II,2 BHK,1155.0,2.0,57.0,2,4935.064935064935
2726,Super built-up  Area,Electronic City Phase II,3 BHK,1800.0,3.0,92.0,3,5111.111111111111
2727,Built-up  Area,Electronic City Phase II,2 BHK,1300.0,2.0,28.0,2,2153.846153846154
2728,Super built-up  Area,Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887.9310344827586
2729,Built-up  Area,Electronic City Phase II,2 BHK,1025.0,2.0,29.6,2,2887.8048780487807
2730,Super built-up  Area,Electronic City Phase II,2 BHK,829.0,2.0,22.8,2,2750.301568154403
2731,Super built-up  Area,Electronic City Phase II,4 BHK,2187.5,4.0,105.0,4,4800.0
2732,Super built-up  Area,Electronic City Phase II,2 BHK,1252.0,2.0,67.0,2,5351.437699680511
2734,Built-up  Area,Electronic City Phase II,2 BHK,1125.0,2.0,32.63,2,2900.444444444445
2735,Super built-up  Area,Electronic City Phase II,2 BHK,1140.0,2.0,34.0,2,2982.4561403508774
2738,Super built-up  Area,Electronic City Phase II,3 BHK,1252.0,2.0,65.0,3,5191.693290734825
2739,Super built-up  Area,Electronic City Phase II,2 BHK,1135.0,2.0,46.0,2,4052.863436123348
2740,Super built-up  Area,Electronic City Phase II,3 BHK,1305.0,3.0,65.0,3,4980.842911877395
2741,Built-up  Area,Electronic City Phase II,2 BHK,1165.0,2.0,33.64,2,2887.5536480686696
2743,Super built-up  Area,Electronic City Phase II,3 BHK,1336.0,2.0,50.35,3,3768.7125748502995
2744,Built-up  Area,Electronic City Phase II,1 BHK,575.0,1.0,16.75,1,2913.0434782608695
2745,Super built-up  Area,Electronic City Phase II,3 BHK,925.0,2.0,49.82,3,5385.945945945946
2746,Built-up  Area,Electronic City Phase II,2 BHK,1065.0,2.0,30.76,2,2888.262910798122
2747,Built-up  Area,Electronic City Phase II,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
2748,Built-up  Area,Electronic City Phase II,2 BHK,1140.0,2.0,33.06,2,2900.0
2749,Super built-up  Area,Electronic City Phase II,2 BHK,911.0,2.0,26.5,2,2908.8913282107574
2750,Built-up  Area,Electronic City Phase II,2 BHK,1200.0,2.0,34.65,2,2887.5
2751,Super built-up  Area,Electronic City Phase II,2 BHK,1031.0,2.0,54.48,2,5284.190106692531
2754,Built-up  Area,"Electronic city Phase 1,",2 BHK,950.0,2.0,33.0,2,3473.684210526316
2756,Super built-up  Area,Electronics City Phase 1,3 BHK,1475.0,3.0,78.29,3,5307.796610169492
2757,Built-up  Area,Electronics City Phase 1,3 BHK,1490.0,3.0,78.8,3,5288.5906040268455
2758,Super built-up  Area,Electronics City Phase 1,2 BHK,1113.27,2.0,53.0,2,4760.74986301616
2759,Super built-up  Area,Electronics City Phase 1,3 BHK,1490.0,3.0,84.0,3,5637.583892617449
2766,Built-up  Area,Electronics City Phase 1,2 BHK,1015.0,2.0,56.0,2,5517.241379310345
2768,Super built-up  Area,Electronics City Phase 1,3 BHK,1515.0,2.0,80.91,3,5340.59405940594
2769,Built-up  Area,Electronics City Phase 1,2 BHK,995.0,2.0,46.0,2,4623.115577889447
2770,Super built-up  Area,Electronics City Phase 1,3 BHK,1555.0,2.0,82.0,3,5273.311897106109
2771,Built-up  Area,Electronics City Phase 1,2 BHK,1340.0,2.0,75.0,2,5597.014925373134
2772,Super built-up  Area,Electronics City Phase 1,3 BHK,1124.0,2.0,55.0,3,4893.238434163701
2773,Super built-up  Area,Electronics City Phase 1,2 BHK,1175.0,2.0,57.0,2,4851.063829787234
2774,Super built-up  Area,Electronics City Phase 1,1 BHK,755.0,1.0,42.41,1,5617.218543046358
2775,Built-up  Area,Electronics City Phase 1,1 BHK,580.0,1.0,27.0,1,4655.172413793103
2776,Built-up  Area,Electronics City Phase 1,2 BHK,940.0,2.0,49.0,2,5212.765957446809
2777,Super built-up  Area,Electronics City Phase 1,2 BHK,1335.0,2.0,67.0,2,5018.7265917603
2778,Super built-up  Area,Electronics City Phase 1,2 BHK,1113.12,2.0,55.0,2,4941.066551674573
2780,Built-up  Area,Electronics City Phase 1,3 BHK,1350.0,3.0,71.0,3,5259.259259259259
2782,Super built-up  Area,Electronics City Phase 1,2 BHK,995.0,2.0,49.8,2,5005.025125628141
2783,Built-up  Area,Electronics City Phase 1,1 BHK,635.0,1.0,26.0,1,4094.488188976378
2784,Super built-up  Area,Electronics City Phase 1,2 BHK,1190.0,2.0,68.0,2,5714.285714285715
2786,Super built-up  Area,Electronics City Phase 1,3 BHK,1450.0,3.0,72.54,3,5002.758620689656
2787,Super built-up  Area,Electronics City Phase 1,1 RK,360.0,1.0,16.9,1,4694.444444444443
2788,Built-up  Area,Electronics City Phase 1,1 BHK,638.0,1.0,32.0,1,5015.673981191223
2789,Super built-up  Area,Electronics City Phase 1,2 BHK,1175.0,2.0,64.98,2,5530.212765957447
2790,Super built-up  Area,Electronics City Phase 1,1 BHK,585.0,1.0,21.0,1,3589.74358974359
2791,Super built-up  Area,Electronics City Phase 1,2 BHK,1200.0,2.0,59.76,2,4980.0
2792,Super built-up  Area,Electronics City Phase 1,2 BHK,1145.0,2.0,54.0,2,4716.157205240174
2793,Super built-up  Area,Electronics City Phase 1,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
2794,Super built-up  Area,Electronics City Phase 1,3 BHK,1550.0,2.0,82.0,3,5290.322580645161
2796,Built-up  Area,Electronics City Phase 1,2 BHK,865.0,2.0,40.0,2,4624.277456647399
2800,Super built-up  Area,Electronics City Phase 1,3 BHK,1800.0,3.0,93.0,3,5166.666666666667
2801,Super built-up  Area,Electronics City Phase 1,2 BHK,1314.0,2.0,60.0,2,4566.2100456621
2802,Super built-up  Area,Electronics City Phase 1,2 BHK,1170.0,2.0,62.0,2,5299.145299145299
2803,Super built-up  Area,Electronics City Phase 1,3 BHK,1450.0,3.0,79.0,3,5448.275862068966
2804,Super built-up  Area,Electronics City Phase 1,2 BHK,940.0,2.0,48.0,2,5106.382978723404
2805,Super built-up  Area,Electronics City Phase 1,2 BHK,940.0,2.0,44.0,2,4680.851063829788
2806,Super built-up  Area,Electronics City Phase 1,2 BHK,1300.0,2.0,67.0,2,5153.846153846154
2807,Built-up  Area,Electronics City Phase 1,2 BHK,1028.0,2.0,51.0,2,4961.089494163424
2809,Super built-up  Area,Electronics City Phase 1,2 BHK,1205.0,2.0,60.0,2,4979.253112033195
2811,Super built-up  Area,Electronics City Phase 1,2 BHK,1305.0,2.0,67.0,2,5134.099616858238
2812,Super built-up  Area,Electronics City Phase 1,1 BHK,755.0,1.0,30.12,1,3989.4039735099336
2813,Super built-up  Area,Electronics City Phase 1,2 BHK,1175.0,2.0,60.0,2,5106.382978723404
2814,Plot  Area,Esther Enclave Layout,2 Bedroom,1000.0,2.0,66.0,2,6600.0
2815,Super built-up  Area,Ferrar Nagar,2 BHK,1180.0,2.0,69.0,2,5847.457627118644
2816,Super built-up  Area,Ferrar Nagar,4 BHK,2145.0,4.0,125.0,4,5827.505827505827
2817,Super built-up  Area,Frazer Town,3 BHK,1700.0,3.0,180.0,3,10588.235294117647
2818,Built-up  Area,Frazer Town,3 BHK,1305.0,3.0,95.45,3,7314.176245210728
2819,Super built-up  Area,Frazer Town,3 BHK,1870.0,3.0,185.0,3,9893.048128342247
2820,Super built-up  Area,Frazer Town,3 BHK,1750.0,3.0,150.0,3,8571.42857142857
2822,Super built-up  Area,Frazer Town,3 BHK,2000.0,3.0,200.0,3,10000.0
2823,Built-up  Area,Frazer Town,3 BHK,3500.0,4.0,330.0,3,9428.57142857143
2824,Super built-up  Area,Frazer Town,3 BHK,2350.0,4.0,285.0,3,12127.659574468085
2825,Super built-up  Area,Frazer Town,2 BHK,1550.0,2.0,140.0,2,9032.258064516129
2826,Built-up  Area,Frazer Town,3 BHK,1900.0,4.0,145.0,3,7631.578947368421
2827,Super built-up  Area,Frazer Town,3 BHK,2560.0,3.0,265.0,3,10351.5625
2828,Super built-up  Area,Frazer Town,3 BHK,2400.0,3.0,260.0,3,10833.333333333334
2829,Super built-up  Area,Frazer Town,3 BHK,2560.0,3.0,288.0,3,11250.0
2830,Built-up  Area,Frazer Town,4 BHK,3436.0,5.0,341.0,4,9924.330616996507
2832,Built-up  Area,Frazer Town,2 BHK,1315.0,2.0,140.0,2,10646.38783269962
